artist,album,name,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
A R Rahman,Ponniyin Selvan (Original Score),Soodanathu Rattham,17,0.206,0.786,0.539,0,0.375,-6.366,0.0622,90.759,0.762
A R Rahman,Le Musk (Original Soundtrack),Memories,17,0.167,0.888,0.933,0.00363,0.0521,-4.516,0.105,102.896,0.176
Anirudh Ravichander,Devara Part 1 [DIALOGUES],"Yuddham, Spoorthini Penchalani Pettaru [DIALOGUES]",17,0.0035,0.606,0.944,0.0000785,0.146,-3.216,0.237,76.018,0.254
Hip Hop Tamizha,Hiphop Tamizhan,Tamil Theriyum,17,0.221,0.594,0.803,0.000143,0.666,-4.331,0.109,97.125,0.765
Anirudh Ravichander,Devara Part 1 [DIALOGUES],Saavutho Asalaina Sambaralu Sesukundam [DIALOGUES],17,0.254,0.615,0.743,0,0.665,-4.58,0.325,111.914,0.515
Micheal Jackson,Music & Me,Morning Glow,17,0.177,0.624,0.701,0,0.0506,-4.122,0.0527,124.047,0.327
Yuvan Shankar Raja,Maanaadu (Original Motion Picture Soundtrack),A walk in the fire - Theme,17,0.182,0.534,0.216,0.847,0.146,-18.775,0.0504,140.031,0.134
Yuvan Shankar Raja,Music Special,"Merke Merke (From ""Kanda Naal Mudhal"")",17,0.535,0.532,0.422,0.0000197,0.0954,-13.405,0.837,86.97,0.53
Anirudh Ravichander,Devara Part 1 [DIALOGUES],Cricket World Cup In India/ Daya And Yeti [DIALOGUES],17,0.166,0.712,0.332,0,0.361,-18.014,0.922,127.274,0.312
A R Rahman,Raayan (Original Background Score),Loss,17,0.0282,0.652,0.458,0,0.664,-12.272,0.194,100.049,0.174
Hip Hop Tamizha,Anbarivu,Ready Steady Go,17,0.798,0.326,0.974,0.828,0.488,-3.055,0.116,104.697,0.577
Anirudh Ravichander,Rockstar Anirudh Special,"Kadhal Kan Kattudhe (From ""Kaaki Sattai"")",17,0.0322,0.448,0.578,0.86,0.15,-11.543,0.0404,80.036,0.0416
Anirudh Ravichander,Rockstar Anirudh Special,VIP Title Song,17,0.128,0.834,0.908,0.00382,0.181,-3.404,0.0646,107.931,0.801
Anirudh Ravichander,Love Waves (Tamil),"Po Indru Neeyaga (From ""Velai Illa Pattadhaari"")",17,0.137,0.773,0.538,0.000805,0.0702,-12.561,0.0891,104.972,0.382
A R Rahman,May Maadham (Original Motion Picture Soundtrack),Madrasai Suthi,17,0.192,0.657,0.768,0.0611,0.129,-5.885,0.179,175.126,0.567
Micheal Jackson,XSCAPE - Track by Track Commentary,About A Place With No Name - Commentary by LA Reid,17,0.848,0.346,0.034,0.993,0.136,-27.473,0.0453,139.901,0.192
Micheal Jackson,XSCAPE - Track by Track Commentary,About Slave to the Rhythm - Commentary by LA Reid & Timbaland,17,0.0742,0.682,0.708,0.962,0.12,-10.723,0.0541,99.985,0.173
Micheal Jackson,XSCAPE - Track by Track Commentary,About Do You Know Where Your Children Are - Commentary by LA Reid & Timbaland,17,0.245,0.181,0.18,0.925,0.102,-17.987,0.0362,140.741,0.11
Micheal Jackson,XSCAPE - Track by Track Commentary,About Blue Gangsta - Commentary by LA Reid & Timbaland,17,0.005,0.508,0.915,0.336,0.0892,-3.396,0.0689,114.644,0.171
Micheal Jackson,XSCAPE - Track by Track Commentary,About Xscape - Commentary by LA Reid,17,0.758,0.668,0.398,0.000636,0.0966,-11.449,0.0317,98.014,0.303
A R Rahman,Rahman - The Master Blaster,Snehidhane (New Version),16,0.891,0.349,0.333,0.897,0.125,-14.087,0.0415,142.727,0.0394
A R Rahman,May Maadham (Original Motion Picture Soundtrack),Adi Paru Mangatha,16,0.0568,0.931,0.737,0.0155,0.0431,-7.975,0.0443,120.929,0.973
A R Rahman,Rahman - The Master Blaster,Kaattrae En Vaasal (Wind),16,0.792,0,0.517,0.00847,0.178,-5.661,0,0,0
A R Rahman,May Maadham (Original Motion Picture Soundtrack),Palakkattu Machanukku,16,0.437,0.542,0.561,0.0704,0.135,-7.029,0.0485,175.998,0.183
Micheal Jackson,Music & Me,Johnny Raven,16,0.824,0.553,0.231,0.00223,0.0972,-13.363,0.0311,119.839,0.276
Anirudh Ravichander,Leo (Hindi) [Original Motion Picture Soundtrack],Tera Hi Jaadu Hai,16,0.91,0.159,0.322,0.901,0.0801,-18.524,0.0321,89.775,0.0646
Yuvan Shankar Raja,Coffee With Kadhal (Original Motion Picture Soundtrack),Thiyagi Boys,16,0.942,0.355,0.0959,0.952,0.125,-24.568,0.0759,72.69,0.147
A R Rahman,Raayan (Original Background Score),The Raavan Lament,16,0.288,0.811,0.47,0,0.712,-15.959,0.901,47.082,0.738
Anirudh Ravichander,Love Waves (Tamil),"Angel Of Raghuvaran - Iraivanai Thandha Iraiviye (From ""Velai Illa Pattadhaari 2"")",16,0.367,0.664,0.503,0,0.113,-5.979,0.0366,85.011,0.462
Anirudh Ravichander,Rockstar Anirudh Special,"Udhungada Sangu (From ""Velai Illa Pattadhaari"")",16,0.87,0.728,0.178,0.0557,0.137,-13.436,0.0451,109.826,0.437
Hip Hop Tamizha,Mega Power Star,Yamaho Yama,16,0.337,0.507,0.561,0.93,0.105,-10.591,0.0318,160.263,0.241
Hip Hop Tamizha,A1 Express (Original Motion Picture Soundtrack),Veedhikoka Jaathi,16,0.00803,0.433,0.905,0,0.337,-2.171,0.101,148.149,0.375
Hip Hop Tamizha,Mega Power Star,Dheera Dheera,16,0.102,0.723,0.892,0,0.146,-5.758,0.164,101.996,0.533
A R Rahman,Raayan (Original Background Score),A Secret Pact,16,0.216,0.939,0.749,0.00618,0.29,-4.56,0.0464,117.675,0.943
Anirudh Ravichander,Love Hits of Anirudh Ravichander,"Anbenum (From ""Leo"")",16,0.634,0.574,0.382,0,0.346,-18.156,0.65,95.268,0.735
Anirudh Ravichander,Love Hits of Anirudh Ravichander,"Un Vizhigalil (From ""Maan Karate"")",16,0.899,0.259,0.123,0.271,0.0661,-16.553,0.0361,102.455,0.169
Anirudh Ravichander,"Anirudh Sings, Vol. 01","Senjitaley (From ""Remo"")",16,0.211,0.705,0.784,0.0000043,0.0813,-4.351,0.0279,104.98,0.418
Anirudh Ravichander,Vettaiyan The Hunter (Hindi) [Original Motion Picture Soundtrack],Jang Chhede,16,0.0329,0.918,0.584,0.00000171,0.12,-10.711,0.0493,122.048,0.897
Hip Hop Tamizha,Hiphop Tamizhan,Karpom Karpipom,16,0.185,0.246,0.506,0.891,0.588,-9.232,0.0375,91.69,0.113
Yuvan Shankar Raja,Balloon (Original Motion Picture Soundtrack),Mazhai Megam,16,0.16,0.166,0.539,0.00081,0.16,-10.45,0.0546,77.959,0.152
A R Rahman,Jeans (Original Background Score),Nisarisa BGM,16,0.108,0.195,0.551,0.783,0.12,-8.482,0.0315,90.968,0.105
Yuvan Shankar Raja,Rakshasudu (Original Motion Picture Soundtrack),Boochi Boochai,16,0.429,0.794,0.798,0.0000116,0.118,-5.639,0.0366,100.338,0.265
Vijay Antony,Kadhalil Vizhundhen,Doley,16,0.23,0.539,0.437,0,0.0506,-13.084,0.0325,121.759,0.761
Anirudh Ravichander,Devara Part 1 [DIALOGUES],Ee Devara Maata Nammu Saaru [DIALOGUES],15,0.0209,0.552,0.733,0,0.0858,-6.898,0.0933,143.56,0.643
A R Rahman,Jeans (Original Background Score),Love Theme,15,0.424,0.638,0.888,0,0.175,-5.568,0.16,87.52,0.793
A R Rahman,Randaka Randaka - A.R. Rahman & Harris Jayaraj,Uyirin Uyire (Karaoke),15,0.038,0.854,0.673,0.000227,0.255,-3.132,0.185,95,0.955
Yuvan Shankar Raja,Balloon (Original Motion Picture Soundtrack),Shut Up Pannunga,15,0.944,0.152,0.178,0.852,0.0774,-21.924,0.034,105.033,0.0768
A R Rahman,Rahman - The Master Blaster,Nadhiyae Nadhiyae,15,0.31,0.903,0.471,0.000226,0.176,-10.66,0.0467,115.99,0.908
A R Rahman,Rahman - The Master Blaster,Pachai Nirame,15,0.142,0.357,0.238,0.0859,0.55,-16.78,0.265,156.907,0.494
A R Rahman,Rahman - The Master Blaster,Kadhal Sadugudu,15,0.0111,0.627,0.729,0.051,0.104,-9.114,0.316,169.786,0.155
Yuvan Shankar Raja,Star (Original Background Score),Revelation 1:7,15,0.866,0.31,0.595,0.0000307,0.12,-4.848,0.0658,180.025,0.129
Anirudh Ravichander,Rockstar Anirudh Special,Sunrise Theme,15,0.299,0.55,0.692,0.00000657,0.198,-7.438,0.369,146.453,0.593
Hip Hop Tamizha,A1 Express (Original Motion Picture Soundtrack),Charitraney likhinchara,15,0.00517,0.477,0.696,0.0614,0.399,-7.058,0.106,98.21,0.375
Hip Hop Tamizha,Meesaya Murukku (Original Background Score),Yenga Appa...,15,0.208,0.793,0.78,0,0.167,-5.12,0.136,138.063,0.872
Yuvan Shankar Raja,Coffee With Kadhal (Original Motion Picture Soundtrack),Naalaya Pozhudhu,15,0.888,0.459,0.256,0.451,0.0854,-14.91,0.0357,151.357,0.388
Anirudh Ravichander,Vettaiyan The Hunter (Hindi) [Original Motion Picture Soundtrack],Ugte Sooraj,15,0.00841,0.656,0.805,0.0887,0.36,-5.589,0.0841,75,0.569
Vijay Antony,Ninaithale Inikkum (Original Motion Picture Soundtrack),Kalloori,15,0.397,0.451,0.697,0.126,0.256,-2.592,0.0313,92.928,0.0564
A R Rahman,Le Musk (Original Soundtrack),The Broken Past,15,0.38,0.376,0.336,0.655,0.108,-18.445,0.0654,135.023,0.158
Sam C.S.,Vikram Vedha (Original Motion Picture Soundtrack),Ghetto Chase,15,0.092,0.87,0.752,0,0.267,-4.979,0.0975,130.031,0.61
Sam C.S.,Phoenix (Original Background Score),Pain Of Love,15,0.861,0.361,0.332,0,0.107,-6.472,0.0305,146.598,0.21
Sam C.S.,Vikram Vedha (Original Motion Picture Soundtrack),Sangu Sattham,15,0.331,0.576,0.933,0.139,0.168,-8.254,0.26,149.923,0.26
Anirudh Ravichander,"Anirudh Sings, Vol. 01","Mersalaayitten (From ""I"")",15,0.431,0.74,0.836,0.00594,0.314,-7.249,0.0652,144.971,0.765
A R Rahman,Randaka Randaka - A.R. Rahman & Harris Jayaraj,Vasigara (Karaoke),14,0.868,0.213,0.39,0.939,0.166,-13.845,0.0348,102.818,0.586
Yuvan Shankar Raja,Music Special,"Nee Thoongum Nearathil Female (From ""Manasellam"")",14,0.00804,0.774,0.875,0.0326,0.137,-4.241,0.104,95.02,0.776
A R Rahman,Ponniyin Selvan (Original Score),Exotic Queen,14,0.359,0.575,0.695,0.981,0.111,-11.037,0.0754,159.999,0.134
Yuvan Shankar Raja,Music Special,"Kolakailiye (From ""Kakkai Chiraginile"")",14,0.032,0.67,0.894,0.00000123,0.379,-2.826,0.191,92.985,0.457
A R Rahman,Ponniyin Selvan (Original Score),Chozha's Bravery,14,0.468,0.56,0.583,0.0000919,0.401,-8.209,0.0387,146.335,0.858
Yuvan Shankar Raja,Garudan (Original Score),Garudan Title,14,0.124,0.705,0.537,0,0.388,-9.637,0.263,130.823,0.878
Vijay Antony,Sukran (Original Motion Picture Soundtrack),Unnpaarvai,14,0.577,0.859,0.934,0.0000156,0.627,-3.08,0.107,118.888,0.762
A R Rahman,Jeans (Original Background Score),Main Theme,14,0.0277,0.641,0.837,0,0.152,-2.947,0.182,150.047,0.82
Hip Hop Tamizha,Hiphop Tamizhan,Hey Do What I Say,14,0.00733,0.38,0.489,0.833,0.232,-13.291,0.0328,140.082,0.0806
Anirudh Ravichander,"Anirudh Sings, Vol. 01","Osaka Osaka (From ""Vanakkam Chennai"")",14,0.0161,0.301,0.803,0.915,0.146,-7.533,0.106,112.51,0.306
A R Rahman,Rahman - The Master Blaster,Endrendrum Punnagai,14,0.049,0.726,0.698,0,0.309,-4.165,0.0431,143.994,0.867
A R Rahman,Rahman - The Master Blaster,Yaro Yarodi,14,0.625,0.607,0.81,0.286,0.13,-11.366,0.0642,133.048,0.694
Hip Hop Tamizha,Imaikkaa Nodigal (Original Background Score),Heart-Quake,14,0.991,0.291,0.229,0.00827,0.0996,-10.938,0.0456,173.941,0.0747
Anirudh Ravichander,"Anirudh Sings, Vol. 01","Sandakari Neethan (From ""Sangathamizhan"")",14,0.229,0.245,0.576,0.000447,0.313,-16.443,0.574,86.865,0.0499
Anirudh Ravichander,"Anirudh Sings, Vol. 01","Bujji (From ""Jagame Thandhiram"")",14,0.249,0.118,0.312,0.897,0.0735,-17.619,0.0399,78.824,0.0375
Hip Hop Tamizha,Hiphop Tamizhan,Manidhan Tamizhan - Intro,14,0.799,0.469,0.163,0.857,0.0849,-22.018,0.0496,120.145,0.111
Hip Hop Tamizha,Comali (Original Background Score),Reethika Enter's Ravi's Life - Background Score,14,0.599,0.668,0.594,0,0.112,-7.786,0.105,155.854,0.621
Hip Hop Tamizha,Anbarivu,Kalangathey,14,0.956,0.394,0.225,0.84,0.103,-17.713,0.0588,96.717,0.0399
Anirudh Ravichander,Rockstar Anirudh Special,"Ey Inge Paaru (From ""Velai Illa Pattadhaari"")",14,0.96,0.247,0.12,0.000759,0.111,-15.419,0.0361,88.918,0.126
Vijay Antony,Kadhalil Vizhundhen,Kadavul Padaitha,14,0.414,0.67,0.706,0.0000148,0.11,-6.014,0.0378,107.016,0.297
Vijay Antony,Kadhalil Vizhundhen,Enna Sonnen,14,0.886,0.366,0.336,0.609,0.504,-17.59,0.0538,136.514,0.0579
Anirudh Ravichander,Devara Part 1 [DIALOGUES],Vaade Oka Samudram [DIALOGUES],14,0.0696,0.566,0.714,0,0.0817,-7.355,0.333,179.762,0.743
A R Rahman,Ponniyin Selvan (Original Score),Karikalan's Remorse,14,0.00224,0.732,0.838,0.875,0.135,-6.626,0.0404,124.001,0.25
Yuvan Shankar Raja,Garudan (Original Motion Picture Soundtrack),Kannil Kodi,13,0.836,0.287,0.34,0.000258,0.0934,-10.092,0.0278,84.113,0.331
Anirudh Ravichander,Rockstar Anirudh Special,"What a Karavaad (From ""Velai Illa Pattadhaari"")",13,0.482,0.293,0.46,0,0.205,-10.187,0.0289,179.165,0.63
A R Rahman,AR Rahman Rain Melodies,Vaalu Kanuladaanaa,13,0.17,0.361,0.589,0.00742,0.293,-8.502,0.0727,162.652,0.589
Yuvan Shankar Raja,Garudan (Original Motion Picture Soundtrack),Iruthiyai Nee,13,0.0468,0.733,0.86,0.00000642,0.0996,-7.868,0.172,167.971,0.577
Yuvan Shankar Raja,Sandakozhi (Original Soundtrack),The Glow of Angel,13,0.0544,0.916,0.457,0.0000605,0.136,-7.377,0.0532,114.981,0.732
Yuvan Shankar Raja,Star (Original Background Score),It all Comes Down to this,13,0.486,0.9,0.374,0.000495,0.0854,-12.196,0.131,95.021,0.756
A R Rahman,Jeans (Original Background Score),The Fake BGM,13,0.948,0.208,0.183,0.95,0.101,-18.092,0.0364,62.147,0.0349
Yuvan Shankar Raja,Star (Original Background Score),Veeran Vaal Tharippadhai Niruthuvadhillai,13,0.172,0.731,0.677,0.00000127,0.1,-4.797,0.027,98.706,0.784
A R Rahman,Ponniyin Selvan (Original Score),The Fall of Pandya,13,0.773,0.635,0.244,0.223,0.174,-11.772,0.0358,80.124,0.952
Yuvan Shankar Raja,Star (Original Background Score),Life of an Artist,13,0.984,0.939,0.0729,0.651,0.0827,-19.594,0.0713,110.005,0.105
Sam C.S.,Phoenix (Original Background Score),Endless Pain,13,0.801,0.734,0.425,0.767,0.0611,-16.42,0.119,119.959,0.314
Sam C.S.,Lakshmi,The Rhythm of Dance,13,0.698,0.836,0.303,0.019,0.0613,-18.435,0.628,174.01,0.732
Yuvan Shankar Raja,Star (Original Background Score),The Star,13,0.473,0.683,0.618,0.00598,0.0448,-8.729,0.0604,90.958,0.888
Sam C.S.,Vikram Vedha (Original Background Score),Vikram Deciphers,13,0.0453,0.201,0.186,0.0269,0.118,-16.645,0.0301,90.305,0.189
A R Rahman,Ponniyin Selvan (Original Score),Young Nandini & Karikalan,13,0.471,0.753,0.327,0,0.264,-9.031,0.514,138.504,0.512
A R Rahman,Varalaru (Original Motion Picture Soundtrack),Kaatril Oru Mogam,13,0.138,0.568,0.619,0.00000167,0.11,-6.899,0.414,170.115,0.293
Anirudh Ravichander,Rajini The Jailer (Original Motion Picture Soundtrack),Tu Aa Dilbara,13,0.927,0.253,0.116,0.532,0.0918,-14.352,0.033,105.603,0.0732
A R Rahman,Randaka Randaka - A.R. Rahman & Harris Jayaraj,Kalayanadhan (Karaoke),13,0.0672,0.563,0.249,0,0.186,-12.254,0.0395,119.837,0.108
Hip Hop Tamizha,Comali (Original Background Score),Humanity Wins - Background Score,13,0.13,0.805,0.588,0.000907,0.392,-8.731,0.0546,110.761,0.683
Yuvan Shankar Raja,Maanaadu (Original Motion Picture Soundtrack),Dead End - Theme,13,0.289,0.497,0.649,0.0129,0.257,-9.579,0.0412,105.881,0.0451
Anirudh Ravichander,Rockstar Anirudh Special,"Im so cool (From ""Kaaki Sattai"")",13,0.208,0.545,0.344,0,0.124,-13.671,0.0439,103.966,0.417
Yuvan Shankar Raja,Garudan (Original Motion Picture Soundtrack),Aeroplanil Yeri,13,0.555,0.283,0.403,0.000388,0.116,-13.743,0.0521,86.658,0.397
Yuvan Shankar Raja,Coffee With Kadhal (Original Motion Picture Soundtrack),Baby Gurl - Reprise,13,0.0304,0.507,0.692,0,0.151,-5.199,0.0453,129.803,0.375
Yuvan Shankar Raja,Coffee With Kadhal (Original Motion Picture Soundtrack),Hi Hello,13,0.0179,0.817,0.746,0,0.278,-3.748,0.0562,138.007,0.662
Yuvan Shankar Raja,Maanaadu (Original Motion Picture Soundtrack),Follow my lead - Theme,13,0.00157,0.607,0.816,0.000571,0.0969,-4.853,0.0448,125.936,0.315
Yuvan Shankar Raja,Sandakozhi (Original Soundtrack),Action With Aggressive,12,0.103,0.352,0.708,0.487,0.22,-6.457,0.0536,129.931,0.0339
Anirudh Ravichander,Devara Part 1 [DIALOGUES],Nee Leelalu Choosina Alalu Cheputhayi [DIALOGUES],12,0.167,0.889,0.422,0.907,0.0878,-16.142,0.262,117.014,0.482
Hip Hop Tamizha,Anbarivu,Anbae Arivu,12,0.566,0.569,0.689,0.0000681,0.0641,-8.284,0.0765,135.948,0.39
A R Rahman,Ponniyin Selvan (Original Score),The Guardian Angel,12,0.0386,0.513,0.882,0.486,0.284,-5.82,0.595,159.75,0.413
Anirudh Ravichander,Rajini The Jailer (Original Motion Picture Soundtrack),Tu Mera Hai,12,0.02,0.655,0.722,0.86,0.0901,-8.834,0.0457,120.006,0.26
Yuvan Shankar Raja,Balloon (Original Motion Picture Soundtrack),Uyirile Uyirile,12,0.801,0.355,0.245,0.0000911,0.112,-13.475,0.0358,173.329,0.162
A R Rahman,Ponniyin Selvan (Original Score),Nandini's Fortress,12,0.795,0.621,0.759,0.962,0.0734,-11.578,0.279,75.29,0.62
Sam C.S.,Kaithi (Original Background Score),Arrival of the Ruffian,12,0.365,0.341,0.478,0.000747,0.125,-11.407,0.0401,169.137,0.461
A R Rahman,Le Musk (Original Soundtrack),What’s on a Man’s Mind,12,0.317,0.785,0.425,0,0.0517,-6.998,0.0348,98.968,0.943
A R Rahman,Ponniyin Selvan (Original Score),Arunmozhi's Dilemma,12,0.944,0.152,0.178,0.852,0.0774,-21.924,0.034,105.033,0.0768
A R Rahman,Jeans (Original Background Score),Recovery Theme,12,0.264,0.8,0.585,0,0.153,-7.343,0.0924,126.058,0.779
A R Rahman,Jeans (Original Background Score),The Bet BGm,12,0.864,0.512,0.128,0,0.512,-21.49,0.252,103.056,0.219
A R Rahman,Randaka Randaka - A.R. Rahman & Harris Jayaraj,Vennilave (Karaoke),12,0.781,0.523,0.281,0,0.0853,-14.113,0.0275,97.931,0.345
A R Rahman,Jeans (Original Background Score),Jeans Title Theme,12,0.0000378,0.61,0.979,0.584,0.114,-3.459,0.0627,150.053,0.423
Anirudh Ravichander,Devara Part 1 [DIALOGUES],Pantham Patti Poyundadu Nee Koduku [DIALOGUES],12,,,,,,,,,
Yuvan Shankar Raja,Aaa,Retro Romance Theme,12,0.238,0.647,0.765,0.0174,0.246,-8.94,0.0499,122.98,0.856
A R Rahman,Randaka Randaka - A.R. Rahman & Harris Jayaraj,Mudhal Mudhalaga (Karaoke),12,0.594,0.659,0.726,0.523,0.386,-8.762,0.204,104.351,0.685
Vijay Antony,Ninaithale Inikkum (Original Motion Picture Soundtrack),Naatkal nagarnthu,12,0.262,0.224,0.452,0.876,0.138,-10.721,0.0411,95.389,0.0727
A R Rahman,Le Musk (Original Soundtrack),Blood on your hands,12,0.158,0.661,0.395,0.849,0.0977,-17.466,0.111,174.022,0.205
Anirudh Ravichander,Rockstar Anirudh Special,"Kattikida (From ""Kaaki Sattai"")",12,0.0339,0.682,0.837,0.00000723,0.0471,-4.654,0.116,90.019,0.886
Anirudh Ravichander,Rockstar Anirudh Special,Shake That,12,0.0234,0.572,0.641,0.00000654,0.123,-4.728,0.0343,104.2,0.134
A R Rahman,Jeans (Original Background Score),Jeans Theme 2,12,0.22,0.179,0.257,0.668,0.0616,-15.343,0.0377,75.714,0.0631
A R Rahman,Ponniyin Selvan (Original Score),The Thirst for the Throne,12,0.000309,0.582,0.864,0.54,0.334,-5.361,0.0438,102.971,0.064
A R Rahman,Pippa (Original Motion Picture Soundtrack),"Karar Oi Louho Kapat - From ""Pippa""",11,0.00117,0.672,0.787,0.449,0.143,-6.366,0.031,140.001,0.283
A R Rahman,Ponniyin Selvan (Original Score),VT's Play,11,0.62,0.683,0.894,0.00000159,0.135,-6.534,0.162,120.076,0.477
A R Rahman,Ponniyin Selvan (Original Score),The Silent Sovereign,11,0.819,0.348,0.432,0.0856,0.191,-9.553,0.0388,82.911,0.141
Sam C.S.,RDX,RDX Theme,11,0.0855,0.678,0.408,0.909,0.106,-10.923,0.0592,100.044,0.196
Yuvan Shankar Raja,Coffee With Kadhal (Original Motion Picture Soundtrack),Maatram,11,0.0235,0.16,0.334,0.945,0.122,-14.706,0.0383,90.295,0.0384
Yuvan Shankar Raja,Star (Original Background Score),Smitten by Kitten,11,0.91,0.687,0.395,0,0.668,-11.597,0.804,99.55,0.954
Anirudh Ravichander,Rockstar Anirudh Special,"Amma Amma (From ""Velai Illa Pattadhaari"")",11,0.0158,0.758,0.86,0.0000189,0.0771,-4.331,0.0391,118.652,0.709
Anirudh Ravichander,Rockstar Anirudh Special,Kaaki Sattai Theme Music,11,0.219,0.552,0.742,0.0000225,0.21,-7.801,0.118,200.029,0.537
Vijay Antony,Yuvan Yuvathi (Original Motion Picture Soundtrack),Un Kannai Partha,11,0.192,0.85,0.922,0,0.0517,-6.902,0.0869,103.867,0.813
Vijay Antony,Sukran (Original Motion Picture Soundtrack),Panjumethai,11,0.544,0.473,0.205,0.848,0.0747,-16.707,0.0721,129.771,0.257
Yuvan Shankar Raja,Star (Original Background Score),Never Give Up,11,0.813,0.68,0.393,0.000198,0.11,-9.393,0.0333,119.919,0.367
Anirudh Ravichander,Devara Part 1 [DIALOGUES],Yerra Samudram Vallatho Jagratha [DIALOGUES],11,0.729,0.704,0.353,0.000219,0.0608,-10.724,0.0283,109.948,0.357
A R Rahman,Ponniyin Selvan (Original Score),Conspiracy,11,0.67,0.156,0.365,0.646,0.188,-12.035,0.0348,88.006,0.0476
A R Rahman,Randaka Randaka - A.R. Rahman & Harris Jayaraj,Ennavalae (Karaoke),11,0.229,0.64,0.796,0.000185,0.22,-10.524,0.0384,119.986,0.0514
A R Rahman,Jeans (Original Background Score),She Lies BGM,11,0.104,0.798,0.521,0.0000122,0.13,-15.687,0.056,137.014,0.92
Anirudh Ravichander,Devara Part 1 [DIALOGUES],Bhaira Itchina Dhairyam [DIALOGUES],11,0.152,0.502,0.855,0.000488,0.106,-3.27,0.0305,86.968,0.337
A R Rahman,Sangamam (Original Soundtrack),Sowkiyama Version 2,11,0.177,0.729,0.587,0.0000166,0.115,-9.901,0.0392,105.586,0.837
A R Rahman,Indian (Original Soundtrack),Title Theme -Indian,11,0.467,0.591,0.495,0.791,0.129,-15.189,0.668,173.911,0.581
Sam C.S.,Ispade Rajavum Idhaya Raniyum (Original Background Score),Dont Leave Me My Love,11,0.0682,0.72,0.791,0.0000631,0.177,-4.557,0.0403,92.001,0.489
A R Rahman,Ponniyin Selvan (Original Score),Oo Rey Sooriyare,11,0.246,0.539,0.418,0.885,0.12,-20.854,0.0434,97.478,0.0885
A R Rahman,Ponniyin Selvan (Original Score),Life at Lanka,11,0.746,0.203,0.398,0.516,0.0821,-7.172,0.0321,125.002,0.0399
A R Rahman,Le Musk (Original Soundtrack),Guilt,11,0.247,0.853,0.981,0.468,0.306,-3.947,0.0751,118.193,0.595
A R Rahman,Indian (Original Soundtrack),Aish Intro,11,0.857,0.282,0.161,0.806,0.102,-17.94,0.0338,112.751,0.0397
Vijay Antony,Lets Play Vijay Antony Hits,"Kollathey (From ""kolaigaran"")",11,0.0552,0.796,0.536,0,0.112,-7.93,0.109,83.492,0.662
A R Rahman,Le Musk (Original Soundtrack),Redemption,11,0.0623,0.451,0.831,0,0.185,-8.641,0.308,176.173,0.41
Yuvan Shankar Raja,Garudan (Original Score),Garudan Rap Theme,10,0.152,0.205,0.164,0.909,0.111,-20.699,0.0361,179.906,0.0366
Yuvan Shankar Raja,Irumbuthirai (Original Background Score),Irumbuthirai - Theme,10,0.581,0.714,0.493,0.0236,0.204,-10.469,0.0309,124.931,0.462
A R Rahman,Sapnay (Original Motion Picture Soundtrack),Awaara Bhanwre Jo Haule,10,0.808,0.373,0.208,0.00000552,0.128,-12.272,0.0404,83.606,0.401
A R Rahman,Sapnay (Original Motion Picture Soundtrack),Chanda Re Chanda Re Kabhi,10,0.72,0.17,0.287,0.991,0.115,-19.944,0.0403,121.942,0.217
Yuvan Shankar Raja,Garudan (Original Score),Chokkan's Rage,10,0.471,0.301,0.613,0,0.104,-7.702,0.0559,79.063,0.387
Yuvan Shankar Raja,Sandakozhi (Original Soundtrack),Fun,10,0.339,0.446,0.591,0.409,0.321,-9.446,0.065,139.984,0.154
Hip Hop Tamizha,Anbarivu,Thanga Sela,10,0.262,0.708,0.542,0.703,0.221,-11.205,0.039,149.977,0.48
Hip Hop Tamizha,Imaikkaa Nodigal (Original Background Score),Revelation of Rudra,10,0.000253,0.56,0.919,0.957,0.346,-4.344,0.0325,144.964,0.568
A R Rahman,Jeans (Original Background Score),Jeans Bgm,10,0.558,0.697,0.361,0.000726,0.0684,-10.663,0.0269,109.973,0.367
A R Rahman,Le Musk (Original Soundtrack),"T-Cobra, Lacrimosa",10,0.0000512,0.607,0.875,0.00318,0.445,-2.686,0.0476,146.188,0.131
A R Rahman,Le Musk (Original Soundtrack),Many Truths or One?,10,0.067,0.525,0.773,0,0.892,-6.351,0.32,112.146,0.502
A R Rahman,Varalaru (Original Motion Picture Soundtrack),Kanavil,10,0.567,0.701,0.579,0,0.255,-5.659,0.0416,129.977,0.363
A R Rahman,Varalaru (Original Motion Picture Soundtrack),Theeyil Ventha,10,0.87,0.492,0.369,0.0000285,0.11,-14.861,0.329,140.012,0.491
A R Rahman,Varalaru (Original Motion Picture Soundtrack),Kamma Kavalilur,10,0.127,0.703,0.818,0.121,0.177,-8.854,0.0442,120.056,0.411
Vijay Antony,Yuvan Yuvathi (Original Motion Picture Soundtrack),24 Hours,10,0.00467,0.7,0.763,0.196,0.112,-6.077,0.0332,140.017,0.352
A R Rahman,Jeans (Original Background Score),Welcome To America,10,0.37,0.424,0.548,0,0.0979,-7.67,0.0372,157.766,0.441
Yuvan Shankar Raja,Aaa,Thatha Love,10,0.00062,0.652,0.833,0.783,0.169,-10.555,0.0892,149.939,0.226
Anirudh Ravichander,Jailer (Original Motion Picture Soundtrack),Bandhaviduve,10,0.36,0.714,0.959,0,0.306,-2.906,0.176,129.009,0.775
